scoring_id,scoring_timestamp,deployment_id,asset_revision,CRIM,ZN,INDUS,CHAS,RM,AGE,DIS,RAD,TAX,PTRATIO,Bk,LSTAT,NOX,$R-MEDV
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-228,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.412,0.0,6.2,0,7.163,79.9,3.216,8,307,17.4,1.24,6.36,0.538,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-229,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.298,0.0,6.2,0,7.686,17.0,3.375,8,307,17.4,1.244,3.92,0.386,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-230,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.442,0.0,6.2,0,6.552,21.4,3.375,8,307,17.4,1.247,3.76,0.331,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-231,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.537,0.0,6.2,0,5.981,68.1,3.671,8,307,17.4,1.245,11.65,0.464,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-232,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.463,0.0,6.2,0,7.412,76.9,3.671,8,307,17.4,1.243,5.25,0.572,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-233,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.575,0.0,6.2,0,8.337,73.3,3.838,8,307,17.4,1.251,2.47,0.594,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-234,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.331,0.0,6.2,0,8.247,70.4,3.652,8,307,17.4,1.246,3.95,0.589,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-235,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.448,0.0,6.2,1,6.726,66.5,3.652,8,307,17.4,1.23,8.05,0.512,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-236,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.33,0.0,6.2,0,6.086,61.5,3.652,8,307,17.4,1.244,10.88,0.435,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-237,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.521,0.0,6.2,1,6.631,76.5,4.148,8,307,17.4,1.253,9.54,0.549,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-238,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.512,0.0,6.2,0,7.358,71.6,4.148,8,307,17.4,1.255,4.73,0.603,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-239,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.082,30.0,4.93,0,6.481,18.5,6.19,6,300,16.6,1.246,6.36,0.294,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-240,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.093,30.0,4.93,0,6.606,42.2,6.19,6,300,16.6,1.25,7.37,0.362,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-241,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.113,30.0,4.93,0,6.897,54.3,6.336,6,300,16.6,1.256,11.38,0.298,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-242,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.106,30.0,4.93,0,6.095,65.1,6.336,6,300,16.6,1.258,12.4,0.397,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-243,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.103,30.0,4.93,0,6.358,52.9,7.035,6,300,16.6,1.24,11.22,0.438,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-244,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.128,30.0,4.93,0,6.393,7.8,7.035,6,300,16.6,1.242,5.19,0.394,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-245,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.206,22.0,5.86,0,5.593,76.5,7.955,7,330,19.1,1.24,12.5,0.434,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-246,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.191,22.0,5.86,0,5.605,70.2,7.955,7,330,19.1,1.254,18.46,0.427,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-247,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.34,22.0,5.86,0,6.108,34.9,8.056,7,330,19.1,1.255,9.16,0.464,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-248,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.197,22.0,5.86,0,6.226,79.2,8.056,7,330,19.1,1.243,10.15,0.445,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-249,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.164,22.0,5.86,0,6.433,49.1,7.827,7,330,19.1,1.242,9.52,0.417,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-250,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.191,22.0,5.86,0,6.718,17.5,7.827,7,330,19.1,1.258,6.56,0.485,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-251,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.14,22.0,5.86,0,6.487,13.0,7.397,7,330,19.1,1.26,5.9,0.753,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-252,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.214,22.0,5.86,0,6.438,8.9,7.397,7,330,19.1,1.244,3.59,0.429,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-253,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.082,22.0,5.86,0,6.957,6.8,8.907,7,330,19.1,1.251,3.53,0.413,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-254,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.369,22.0,5.86,0,8.259,8.4,8.907,7,330,19.1,1.26,3.54,0.533,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-255,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.048,80.0,3.64,0,6.108,32.0,9.22,1,315,16.4,1.257,6.57,0.423,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-256,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.035,80.0,3.64,0,5.876,19.1,9.22,1,315,16.4,1.259,9.25,0.316,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-257,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.015,90.0,3.75,0,7.454,34.2,6.336,3,244,15.9,1.252,3.11,0.43,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-258,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.612,20.0,3.97,0,8.704,86.9,1.801,5,264,13.0,1.254,5.12,0.651,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-259,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.664,20.0,3.97,0,7.333,100.0,1.895,5,264,13.0,1.249,7.79,0.588,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-260,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.657,20.0,3.97,0,6.842,100.0,2.011,5,264,13.0,1.256,6.9,0.608,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-261,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.54,20.0,3.97,0,7.203,81.8,2.112,5,264,13.0,1.257,9.59,0.628,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-262,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.534,20.0,3.97,0,7.52,89.4,2.14,5,264,13.0,1.253,7.26,0.711,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-263,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.52,20.0,3.97,0,8.398,91.5,2.288,5,264,13.0,1.252,5.91,0.533,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-264,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.825,20.0,3.97,0,7.327,94.5,2.079,5,264,13.0,1.257,11.25,0.692,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-265,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.55,20.0,3.97,0,7.206,91.6,1.93,5,264,13.0,1.253,8.1,0.547,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-266,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.762,20.0,3.97,0,5.56,62.8,1.986,5,264,13.0,1.256,10.45,0.884,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-267,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.786,20.0,3.97,0,7.014,84.6,2.133,5,264,13.0,1.25,14.79,0.656,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-268,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.578,20.0,3.97,0,8.297,67.0,2.422,5,264,13.0,1.25,7.44,0.705,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-269,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.54,20.0,3.97,0,7.47,52.6,2.872,5,264,13.0,1.255,3.16,0.627,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-270,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.091,20.0,6.96,1,5.92,61.5,3.917,3,223,18.6,1.256,13.65,0.583,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-271,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.299,20.0,6.96,0,5.856,42.1,4.429,3,223,18.6,1.253,13.0,0.557,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-272,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.162,20.0,6.96,0,6.24,16.3,4.429,3,223,18.6,1.26,6.59,0.349,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-273,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.115,20.0,6.96,0,6.538,58.7,3.917,3,223,18.6,1.258,7.73,0.527,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-274,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.222,20.0,6.96,1,7.691,51.8,4.367,3,223,18.6,1.255,6.58,0.544,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-275,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.056,40.0,6.41,1,6.758,32.9,4.078,4,254,17.6,1.26,3.53,0.359,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-276,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.096,40.0,6.41,0,6.854,42.8,4.267,4,254,17.6,1.26,2.98,0.459,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-277,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.105,40.0,6.41,1,7.267,49.0,4.787,4,254,17.6,1.254,6.05,0.263,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-278,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.061,40.0,6.41,1,6.826,27.6,4.863,4,254,17.6,1.257,4.16,0.443,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-279,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.08,40.0,6.41,0,6.482,32.1,4.14,4,254,17.6,1.26,7.19,0.471,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-280,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.21,20.0,3.33,0,6.812,32.2,4.101,5,216,14.9,1.26,4.85,0.374,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-281,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.036,20.0,3.33,0,7.82,64.5,4.695,5,216,14.9,1.252,3.76,0.298,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-282,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.037,20.0,3.33,0,6.968,37.2,5.245,5,216,14.9,1.256,4.59,0.57,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-283,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.061,20.0,3.33,1,7.645,49.7,5.212,5,216,14.9,1.244,3.01,0.419,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-284,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.015,90.0,1.21,1,7.923,24.8,5.885,1,198,13.6,1.259,3.16,0.354,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-285,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.009,90.0,2.97,0,7.088,20.8,7.307,1,285,15.3,1.258,7.85,0.469,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-286,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.011,55.0,2.25,0,6.453,31.9,7.307,1,300,15.3,1.258,8.23,0.319,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-287,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.02,80.0,1.76,0,6.23,31.5,9.089,1,241,18.2,1.214,12.93,0.323,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-288,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.039,52.5,5.32,0,6.209,31.3,7.317,6,293,16.6,1.26,7.14,0.413,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-289,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.046,52.5,5.32,0,6.315,45.6,7.317,6,293,16.6,1.26,7.6,0.576,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-290,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.043,52.5,5.32,0,6.565,22.9,7.317,6,293,16.6,1.24,9.51,0.373,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-291,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.035,80.0,4.95,0,6.861,27.9,5.117,4,245,19.2,1.26,3.33,0.468,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-292,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.079,80.0,4.95,0,7.148,27.7,5.117,4,245,19.2,1.26,3.56,0.298,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-293,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.036,80.0,4.95,0,6.63,23.4,5.117,4,245,19.2,1.26,4.7,0.401,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-294,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.083,0.0,13.92,0,6.127,18.4,5.503,4,289,16.0,1.26,8.58,0.447,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-295,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.082,0.0,13.92,0,6.009,42.3,5.503,4,289,16.0,1.26,10.4,0.341,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-296,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.129,0.0,13.92,0,6.678,31.1,5.96,4,289,16.0,1.26,6.27,0.608,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-297,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.054,0.0,13.92,0,6.549,51.0,5.96,4,289,16.0,1.257,7.39,0.324,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-298,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.141,0.0,13.92,0,5.79,58.0,6.32,4,289,16.0,1.26,15.84,0.636,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-299,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.065,70.0,2.24,0,6.345,20.1,7.828,5,358,14.8,1.237,4.97,0.244,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-300,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.056,70.0,2.24,0,7.041,10.0,7.828,5,358,14.8,1.24,4.74,0.317,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-301,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.044,70.0,2.24,0,6.871,47.4,7.828,5,358,14.8,1.255,6.07,0.303,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-302,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.035,34.0,6.09,0,6.59,40.4,5.492,7,329,16.1,1.259,9.5,0.382,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-303,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.093,34.0,6.09,0,6.495,18.4,5.492,7,329,16.1,1.249,8.67,0.519,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-304,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.1,34.0,6.09,0,6.982,17.7,5.492,7,329,16.1,1.255,4.86,0.445,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-305,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.055,33.0,2.18,0,7.236,41.1,4.022,7,222,18.4,1.257,6.93,0.559,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-306,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.055,33.0,2.18,0,6.616,58.1,3.37,7,222,18.4,1.257,8.93,0.448,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-307,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.075,33.0,2.18,0,7.42,71.9,3.099,7,222,18.4,1.26,6.47,0.532,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-308,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.049,33.0,2.18,0,6.849,70.3,3.183,7,222,18.4,1.26,7.53,0.474,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-309,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.493,0.0,9.9,0,6.635,82.5,3.317,4,304,18.4,1.26,4.54,0.537,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-310,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.349,0.0,9.9,0,5.972,76.7,3.103,4,304,18.4,1.26,9.97,0.544,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-311,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.635,0.0,9.9,0,4.973,37.8,2.519,4,304,18.4,1.222,12.64,0.444,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-312,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.79,0.0,9.9,0,6.122,52.8,2.64,4,304,18.4,1.26,5.98,0.347,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-313,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.262,0.0,9.9,0,6.023,90.4,2.834,4,304,18.4,1.26,11.72,0.382,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-314,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.269,0.0,9.9,0,6.266,82.8,3.263,4,304,18.4,1.257,7.9,0.431,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-315,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.369,0.0,9.9,0,6.567,87.3,3.602,4,304,18.4,1.259,9.28,0.712,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-316,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.254,0.0,9.9,0,5.705,77.7,3.945,4,304,18.4,1.26,11.5,0.616,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-317,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.318,0.0,9.9,0,5.914,83.2,3.999,4,304,18.4,1.255,18.33,0.627,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-318,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.245,0.0,9.9,0,5.782,71.7,4.032,4,304,18.4,1.26,15.94,0.595,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-319,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.402,0.0,9.9,0,6.382,67.2,3.533,4,304,18.4,1.259,10.36,0.627,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-320,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.475,0.0,9.9,0,6.113,58.8,4.002,4,304,18.4,1.26,12.73,0.46,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-321,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.168,0.0,7.38,0,6.426,52.3,4.54,5,287,19.6,1.26,7.2,0.557,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-322,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.182,0.0,7.38,0,6.376,54.3,4.54,5,287,19.6,1.26,6.87,0.433,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-323,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.351,0.0,7.38,0,6.041,49.9,4.721,5,287,19.6,1.26,7.7,0.555,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-324,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.284,0.0,7.38,0,5.708,74.3,4.721,5,287,19.6,1.255,11.74,0.565,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-325,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.341,0.0,7.38,0,6.415,40.1,4.721,5,287,19.6,1.26,6.12,0.587,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-326,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.192,0.0,7.38,0,6.431,14.7,5.416,5,287,19.6,1.257,5.08,0.656,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-327,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.303,0.0,7.38,0,6.312,28.9,5.416,5,287,19.6,1.26,6.15,0.396,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-328,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.241,0.0,7.38,0,6.083,43.7,5.416,5,287,19.6,1.26,12.79,0.432,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-329,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.066,0.0,3.24,0,5.868,25.8,5.215,4,430,16.9,1.248,9.97,0.418,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-330,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.067,0.0,3.24,0,6.333,17.2,5.215,4,430,16.9,1.242,7.34,0.576,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-331,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.045,0.0,3.24,0,6.144,32.2,5.874,4,430,16.9,1.237,9.09,0.513,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-332,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.05,35.0,6.06,0,5.706,28.4,6.641,1,304,16.9,1.258,12.43,0.539,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-333,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.035,35.0,6.06,0,6.031,23.3,6.641,1,304,16.9,1.232,7.83,0.358,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-334,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.051,0.0,5.19,0,6.316,38.1,6.458,5,224,20.2,1.254,5.68,0.543,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-335,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.037,0.0,5.19,0,6.31,38.5,6.458,5,224,20.2,1.254,6.75,0.283,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-336,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.04,0.0,5.19,0,6.037,34.5,5.985,5,224,20.2,1.26,8.01,0.742,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-337,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.034,0.0,5.19,0,5.869,46.3,5.231,5,224,20.2,1.26,9.8,0.457,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-338,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.03,0.0,5.19,0,5.895,59.6,5.615,5,224,20.2,1.258,10.56,0.312,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-339,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.033,0.0,5.19,0,6.059,37.3,4.812,5,224,20.2,1.259,8.51,0.458,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-340,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.055,0.0,5.19,0,5.985,45.4,4.812,5,224,20.2,1.26,9.74,0.492,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-341,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.062,0.0,5.19,0,5.968,58.5,4.812,5,224,20.2,1.26,9.29,0.535,22.5661538461539
