CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Scored Labels,Scored Probabilities,scoring_id,scoring_timestamp
less_0,37,credits_paid_to_date,business,3699,less_100,1_to_4,4,male,none,5,car_other,40,stores,own,1,skilled,1,yes,yes,No Risk,0.58|0.42,9fecf42d-5487-4195-9b64-c5df2aa5cee6,04/11/20 7:38
less_0,15,all_credits_paid_back,car_used,3840,100_to_500,less_1,4,male,co-applicant,1,savings_insurance,27,none,own,2,unskilled,1,yes,yes,No Risk,0.81|0.19,7dfcd98f-27af-4f6a-96ca-6de5a32b8965,04/11/20 7:38
0_to_200,27,prior_payments_delayed,car_used,9072,100_to_500,1_to_4,4,male,none,2,car_other,23,stores,own,1,skilled,1,none,yes,No Risk,0.65|0.35,28c178ec-a658-43b6-a127-f79e2962daf2,04/11/20 7:38
no_checking,24,credits_paid_to_date,radio_tv,5731,100_to_500,1_to_4,5,male,none,1,unknown,19,none,own,1,skilled,2,none,yes,No Risk,0.66|0.34,a6f6b3a5-592a-4560-894c-ca5ac4fce761,04/11/20 7:38
no_checking,8,prior_payments_delayed,car_used,10878,100_to_500,unemployed,5,female,none,3,car_other,38,none_random,rent,1,management_self-employed,1,yes,no,No Risk,0.58|0.42,a9cce2ae-0cd4-46a6-b5f1-9c396f7f20ac,04/11/20 7:38
no_checking,4,prior_payments_delayed,appliances,4849,100_to_500,unemployed,2,male,none,4,savings_insurance,22,none,own,1,management_self-employed,1,none,no,No Risk,0.67|0.33,f47a2b3d-5c42-45f6-8535-617662701ba9,04/11/20 7:38
0_to_200,4,credits_paid_to_date,furniture,100,less_100,4_to_7,5,female,none,3,savings_insurance,30,stores,own,1,skilled,1,none,yes,No Risk,0.79|0.21,f421831a-64a6-4984-b912-82fc52abb8e8,04/11/20 7:38
0_to_200,25,prior_payments_delayed,car_used,5878,100_to_500,1_to_4,3,female,none_random,3,car_other,43,stores,own,2,skilled,1,none,yes,No Risk,0.69|0.31,8d37825d-903a-44dd-afbc-8ac01f255815,04/11/20 7:38
less_0,32,outstanding_credit,furniture,3589,less_100,4_to_7,3,female,none,2,car_other,20,stores,free,1,unemployed,1,yes,yes,No Risk,0.67|0.33,84575063-ae8f-4716-811c-eafb28438566,04/11/20 7:38
no_checking,4,prior_payments_delayed,appliances,6490,less_100,greater_7,2,male,none,3,car_other,23,none,own,1,unskilled,2,none,yes,No Risk,0.6|0.4,c0b69bc5-6983-4084-9ad2-7f0e53544aa4,04/11/20 7:38
0_to_200,27,outstanding_credit,car_new,11953,less_100,greater_7,3,female,none,2,car_other,36,stores,own,2,skilled,1,none,yes,No Risk,0.6|0.4,3acee495-2a0a-40b8-b955-01b3bbc2304c,04/11/20 7:38
less_0,16,credits_paid_to_date,business,5843,100_to_500,greater_7,1,male,none,3,unknown,53,none,rent,2,skilled,1,yes,yes,No Risk,0.61|0.39,25b3c315-6f3c-4174-82a9-67567e7c1a36,04/11/20 7:38
less_0,4,prior_payments_delayed,furniture,11188,unknown,less_1,2,female,none,3,savings_insurance,29,none,own,1,skilled,2,yes,yes,No Risk,0.7|0.3,51d86f91-3e46-453d-9328-c1eff8209433,04/11/20 7:38
less_0,17,outstanding_credit,repairs,2702,unknown,4_to_7,3,male,co-applicant,2,car_other,29,none,free,2,skilled,1,yes,yes,No Risk,0.65|0.35,b8951af9-4932-45e3-b705-a08e7702729b,04/11/20 7:38
greater_200,4,prior_payments_delayed,radio_tv,5,100_to_500,greater_7,5,male,none,3,savings_insurance,44,stores,own,2,skilled,1,none,yes,No Risk,0.64|0.36,05b9ad44-203e-4bd7-b4df-5850557f10e0,04/11/20 7:38
less_0,15,credits_paid_to_date,radio_tv,848,less_100,4_to_7,2,male,none,5,car_other,19,none,free,2,skilled,1,yes,yes,No Risk,0.64|0.36,e0cf7eeb-c1d2-400e-a5a1-ffcea0c18a20,04/11/20 7:38
no_checking,29,credits_paid_to_date,retraining,6668,less_100,1_to_4,4,male,none,3,unknown,56,stores,free,2,skilled,1,none,yes,Risk,0.48|0.52,2c74e9dd-72f0-4937-ae0f-40b8601837fa,04/11/20 7:38
0_to_200,35,credits_paid_to_date,appliances,6480,less_100,unemployed,2,male,none,4,car_other,46,bank,own,1,skilled,1,yes,yes,No Risk,0.59|0.41,ce1be8fd-5990-456e-b83a-8566b7b08317,04/11/20 7:38
0_to_200,31,all_credits_paid_back,furniture,5727,less_100,less_1,5,female,none,2,car_other,38,none,free,2,skilled,2,yes,yes,No Risk,0.5|0.5,06823834-c0e9-4726-bc8e-b8bcb1e97777,04/11/20 7:38
0_to_200,46,outstanding_credit,radio_tv,11035,500_to_1000,less_1,5,male,none,4,real_estate,45,none,rent,1,skilled,1,none,yes,No Risk,0.55|0.45,2f94bb69-ba8d-4933-aed7-097091d6ddbb,04/11/20 7:38
no_checking,19,prior_payments_delayed,car_new,1247,greater_1000,1_to_4,4,female,none,2,real_estate,38,none,own,2,skilled,1,none,yes,No Risk,0.73|0.27,526128d2-0679-4e9d-824c-90ebcfb2b583,04/11/20 7:38
no_checking,14,no_credits,other,4760,greater_1000,1_to_4,2,female,none,3,savings_insurance,31,none,own,1,unskilled,2,none,yes,No Risk,0.77|0.23,026ef360-3b81-4dce-9bf7-b3dfe70ada19,04/11/20 7:38
0_to_200,11,credits_paid_to_date,car_new,8538,100_to_500,greater_7,4,male,none,4,car_other,24,stores,own,1,skilled,1,none,yes,No Risk,0.76|0.24,65707865-f1c0-4c23-bce7-ffb5a41a4aee,04/11/20 7:38
less_0,25,outstanding_credit,retraining,7947,greater_1000,1_to_4,3,male,none,4,savings_insurance,34,none,rent,2,skilled,2,yes,yes,No Risk,0.58|0.42,b4b2b42b-ee16-4c8c-969a-2a26cbf7c382,04/11/20 7:38
less_0,27,credits_paid_to_date,car_used,3730,less_100,1_to_4,4,female,none,3,real_estate,35,stores,free,1,skilled,1,none,yes,No Risk,0.77|0.23,423498dd-a9c5-46e0-bcc6-fdc3c6fa7133,04/11/20 7:38
less_0,16,prior_payments_delayed,repairs,2026,100_to_500,less_1,3,female,none,3,unknown,57,none,own,2,skilled,1,yes,yes,No Risk,0.52|0.48,b913b7f6-062c-409b-a603-611bd9ee6cbc,04/11/20 7:38
less_0,38,credits_paid_to_date,education,7799,500_to_1000,4_to_7,3,male,none,3,real_estate,46,stores,own,2,skilled,2,none,yes,No Risk,0.71|0.29,dea2fa3b-cb28-46ae-b423-8cec3557664d,04/11/20 7:38
greater_200,31,credits_paid_to_date,car_used,1948,less_100,4_to_7,4,male,none,5,unknown,49,stores,own,1,skilled,1,none,yes,No Risk,0.58|0.42,17dbfdfb-903b-4a70-99df-8b0e480b2279,04/11/20 7:38
no_checking,36,credits_paid_to_date,appliances,3961,100_to_500,less_1,3,male,none,4,car_other,19,stores,own,1,skilled,1,none,yes,No Risk,0.66|0.34,04df004d-e3d8-424a-bc14-02fa12d5eb8b,04/11/20 7:38
greater_200,8,all_credits_paid_back,repairs,12759,500_to_1000,4_to_7,1,male,none,2,savings_insurance,39,none,own,1,skilled_random,1,none,yes,No Risk,0.74|0.26,f3a8426b-9f67-4028-ba61-ff6cdfa7434a,04/11/20 7:38
0_to_200,12,prior_payments_delayed,appliances,451,100_to_500,unemployed,4,male,none,1,savings_insurance,43,none,free,1,skilled,2,yes,yes,No Risk,0.8|0.2,0308ec69-29e2-408f-bf67-7792faea25f5,04/11/20 7:38
no_checking,13,prior_payments_delayed,education,127,less_100,4_to_7,1,male,none,1,car_other,24,none,own,2,unemployed,1,none,yes,No Risk,0.74|0.26,85034c0a-0559-4769-920a-8a2d9737bc6a,04/11/20 7:38
greater_200,12,prior_payments_delayed,furniture,9358,less_100,4_to_7,4,male,none,4,unknown,19,none,own,1,unskilled,1,none,yes,No Risk,0.7|0.3,33c3a8a3-0ebe-4015-b3e8-e95dbe05f8fa,04/11/20 7:38
0_to_200,42,prior_payments_delayed,repairs,5720,unknown,greater_7,2,male,none,3,savings_insurance,42,none,free,2,unskilled,1,yes,yes,No Risk,0.63|0.37,11a145aa-982d-4333-9f22-52aa38a2e209,04/11/20 7:38
no_checking,14,outstanding_credit,repairs,8386,500_to_1000,less_1,4,female,none,2,car_other,46,none,own,1,skilled,1,none,yes,No Risk,0.53|0.47,40530eb5-a342-48b5-bc75-47effa4abbd0,04/11/20 7:38
less_0,4,prior_payments_delayed,radio_tv,6942,less_100,less_1,1,male,none,3,savings_insurance,31,none,free,1,skilled,1,none,yes,No Risk,0.81|0.19,a4cf33cf-dbd9-4581-babd-931fbc9c49d4,04/11/20 7:38
no_checking,17,prior_payments_delayed_random,appliances,5684,500_to_1000,1_to_4,2,female,none,3,savings_insurance,54,none,own,1,skilled,1,none,yes,No Risk,0.65|0.35,4bbc9740-4032-486b-8b36-1bc4b3c922a3,04/11/20 7:38
0_to_200,22,credits_paid_to_date,retraining,1458,500_to_1000,4_to_7,4,male,none,2,car_other,44,none,own,1,skilled,1,yes,yes,No Risk,0.77|0.23,4540c00d-0e6a-4e64-ab79-ae90611f211d,04/11/20 7:38
less_0,18,outstanding_credit,education,5365,500_to_1000,4_to_7,1,male,none,3,real_estate,19,bank,own,1,unskilled,1,yes,yes,No Risk,0.73|0.27,134b9ce3-31cd-4e5b-be78-08289c3e1ed8,04/11/20 7:38
0_to_200,32,outstanding_credit,furniture,5507,less_100,1_to_4,2,female,none,3,car_other,31,none,rent,1,unskilled,2,yes,yes,No Risk,0.58|0.42,3e48cd6d-0538-4ac0-9f93-bb979200f652,04/11/20 7:38
0_to_200,9,prior_payments_delayed,radio_tv,2851,less_100,unemployed,3,male,none,3,unknown,58,stores,own,2,skilled,1,yes,yes,No Risk,0.66|0.34,d41f2ab2-5f5c-40d9-9c38-726bc8f8bc66,04/11/20 7:38
0_to_200,20,credits_paid_to_date,car_used,10871,unknown,unemployed,4,male,none,3,car_other,26,none,rent,1,unemployed,1,none,yes,No Risk,0.72|0.28,f2ba9258-a661-4ec8-ae1a-5436e7d1fdea,04/11/20 7:38
no_checking,28,outstanding_credit,appliances,-719,less_100,greater_7,2,female,co-applicant,2,savings_insurance,41,stores,own_random,3,management_self-employed,2,none,yes,No Risk,0.57|0.43,dd5d2a85-e6c8-47e8-9edc-24261a19e567,04/11/20 7:38
no_checking,33,credits_paid_to_date,furniture,-422,greater_1000,greater_7,2,female,none,2,car_other,19,none,rent,1,skilled,2,none,yes,No Risk,0.63|0.37,06f6b6d7-f479-4574-a265-e0b041829840,04/11/20 7:38
greater_200,20,all_credits_paid_back,car_new,4918,greater_1000,4_to_7,3,male,none,3,unknown,44,bank,free,2,management_self-employed,2,none,yes,No Risk,0.58|0.42,73086fed-6500-42c4-9afd-6d4ea5bfbe06,04/11/20 7:38
no_checking,33,prior_payments_delayed,appliances,4548,500_to_1000,4_to_7,4,male,none,3,unknown,32,none,own,1,skilled,2,none,yes,No Risk,0.65|0.35,590601ea-1411-4a03-b0c2-3d4886a12b4a,04/11/20 7:38
0_to_200,4,outstanding_credit,car_new,2007,unknown,1_to_4,4,male,none,3,car_other,22,none,own,2,skilled,2,yes,yes,No Risk,0.73|0.27,6c51cc6c-2343-42ef-8d5d-1560ac487b18,04/11/20 7:38
less_0,19,credits_paid_to_date,car_used,4716,unknown,less_1,2,female,co-applicant,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,No Risk,0.69|0.31,e781a6a8-cab1-4570-8264-6c3c5ff5a671,04/11/20 7:38
no_checking,13,outstanding_credit,radio_tv,9359,500_to_1000,unemployed,1,male,co-applicant,3,savings_insurance,47,none,free,2,management_self-employed,1,none,yes,No Risk,0.59|0.41,a914e02b-3d20-48d0-96c8-d102b1c1087c,04/11/20 7:38
less_0,36,all_credits_paid_back,furniture,5774,less_100,1_to_4,3,female,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk,0.77|0.23,691c3d6f-81b9-49f4-965e-b26160e59c74,04/11/20 7:38
no_checking,13,all_credits_paid_back,furniture,653,less_100,less_1,5,male,co-applicant,4,car_other,41,none,free,1,skilled,1,none,yes,No Risk,0.69|0.31,dfa62fb0-e156-4da3-8c55-155342d34130,04/11/20 7:38
no_checking,16,credits_paid_to_date,car_used,10021,less_100,1_to_4,4,female,none,2,car_other,39,none,own,1,skilled,1,yes,yes,No Risk,0.8|0.2,161d4e28-c79b-4d1f-9333-faff2ca7c542,04/11/20 7:38
greater_200,15,credits_paid_to_date,education,-427,less_100,4_to_7,4,male,co-applicant,3,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk,0.57|0.43,f2991a29-6967-49c8-8df7-a135e31bdc47,04/11/20 7:38
no_checking,29,prior_payments_delayed,appliances,7173,less_100,1_to_4,3,male,none_random,3,real_estate,19,none,own,2,unskilled,1,none,yes,No Risk,0.65|0.35,a74731da-4d3f-40d7-8e09-98aca3b43eb0,04/11/20 7:38
greater_200,7,prior_payments_delayed,furniture,1500,greater_1000,4_to_7,3,female,none,4,savings_insurance,38,stores,own,2,skilled_random,1,yes,yes,No Risk,0.62|0.38,9f55e8c5-9b14-415a-8453-406278cdf243,04/11/20 7:38
less_0,4,prior_payments_delayed,car_new,2015,less_100,greater_7,2,male,none,2,savings_insurance,37,none,own,2,unemployed,2,none,yes,No Risk,0.67|0.33,0d89dbda-21de-47db-b47f-64da81ce4997,04/11/20 7:38
no_checking,38,credits_paid_to_date,radio_tv,5031,500_to_1000,1_to_4,2,female,none,2,real_estate,19,stores,own,2,skilled,1,yes,yes,No Risk,0.63|0.37,8cff5396-97da-49de-aee2-3dc74f049506,04/11/20 7:38
0_to_200,14,credits_paid_to_date,furniture,12683,100_to_500,4_to_7,4,male,none,1,real_estate,47,none,own,2,skilled,2,yes,yes,No Risk,0.67|0.33,35175b45-f013-4ce7-96b0-56ba0ec9cfc4,04/11/20 7:38
greater_200,19,credits_paid_to_date,car_used,1871,500_to_1000,4_to_7,4,female,none,2,savings_insurance,20,stores,own,1,management_self-employed,1,yes,yes,No Risk,0.73|0.27,4a4c930a-79aa-4615-a68c-28ba442df9c4,04/11/20 7:38
no_checking,26,prior_payments_delayed,car_new,924,less_100,4_to_7,5,female,co-applicant,5,savings_insurance,23,none,free,1,skilled,1,yes,yes,Risk,0.46|0.54,78d71fee-5612-4073-99c5-c1aa281aaac9,04/11/20 7:38
0_to_200,15,all_credits_paid_back,appliances,444,100_to_500,4_to_7,4,male,none,2,savings_insurance,30,stores,rent,1,skilled,1,yes,yes,No Risk,0.84|0.16,d50541bd-dcbb-4d0d-b2ef-7a2ed64d8c2e,04/11/20 7:38
less_0,54,prior_payments_delayed_random,furniture,673,less_100,unemployed,1,male,none,1,real_estate,29,none,own,2,unemployed,2,none,yes,No Risk,0.85|0.15,370ee595-7bae-4ebd-9bc4-ea8a54a3b8c4,04/11/20 7:38
no_checking,13,credits_paid_to_date,car_used,10656,less_100,4_to_7,3,female,none,2,savings_insurance,28,none,own,2,unskilled,1,none,yes,No Risk,0.75|0.25,e27bea33-eadd-4961-9bfd-44389ff1bba4,04/11/20 7:38
no_checking,4,credits_paid_to_date,repairs,6161,less_100,less_1,3,male,none,3,real_estate,37,none,own,1,management_self-employed,1,none,yes,No Risk,0.94|0.06,baf7bfd2-367e-4a45-a245-3565d79ecf86,04/11/20 7:38
0_to_200,8,outstanding_credit,car_used,-190,less_100,greater_7,1,female,none,5,savings_insurance,54,none,own,1,skilled,1,none,no,No Risk,0.65|0.35,fbc47dba-a49c-41f2-ab62-ab8325eea727,04/11/20 7:38
less_0,44,credits_paid_to_date,repairs,4349,100_to_500,4_to_7,1,female,none,4,savings_insurance,19,none,rent,1,skilled,1,yes,no,No Risk,0.57|0.43,46fae62b-922f-41e0-aed1-c1015ab1cd9d,04/11/20 7:38
no_checking,34,prior_payments_delayed,appliances,10845,unknown,4_to_7,5,female,co-applicant,3,real_estate,34,bank,own,2,management_self-employed,1,none,yes,No Risk,0.56|0.44,5dd46975-f84a-4ef2-b52a-b5b4be7dd865,04/11/20 7:38
no_checking,26,prior_payments_delayed,car_new,8550,less_100,greater_7,3,female,none,2,car_other,24,none,own,1,skilled,2,none,yes,No Risk,0.54|0.46,db0c4c98-27ac-4924-ba6e-e1f2456fc87d,04/11/20 7:38
less_0,39,credits_paid_to_date,furniture,37,greater_1000,greater_7,2,male,none,4,car_other,39,none,own,2,skilled,1,yes,yes,Risk,0.46|0.54,e060fa1c-9023-495d-8398-2b35cc4b1e93,04/11/20 7:38
0_to_200,4,prior_payments_delayed,car_new_random,-828,greater_1000,4_to_7,4,female,none,1,car_other,50,none,rent,2,skilled,1,yes,yes,No Risk,0.67|0.33,d58dc605-5850-4b84-8286-bf187d638202,04/11/20 7:38
no_checking,21,prior_payments_delayed,retraining,2555,less_100,1_to_4,2,female,none,5,savings_insurance,47,stores,own,1,unskilled,2,none,yes,No Risk,0.71|0.29,78799ec0-b05b-4779-866a-8b1cc7e916da,04/11/20 7:38
no_checking,12,credits_paid_to_date,furniture,4390,100_to_500,unemployed,3,male,none,1,car_other,20,stores,own,2,skilled,1,none,yes,No Risk,0.79|0.21,02de53c7-cf9d-41a9-b84d-e71eef30550e,04/11/20 7:38
less_0,17,credits_paid_to_date,radio_tv,611,100_to_500,greater_7,1,female,none,2,car_other,34,bank,rent,2,skilled,1,yes,no,No Risk,0.81|0.19,8b15ec02-b128-4a83-8665-11cf3f3af099,04/11/20 7:38
0_to_200,8,prior_payments_delayed,appliances,5472,less_100,4_to_7,3,male,co-applicant,5,unknown,24,none,free,1,management_self-employed,1,none,yes,No Risk,0.62|0.38,6c65f20c-3b5e-4a7c-ad74-9e5cc79107db,04/11/20 7:38
less_0,17,credits_paid_to_date,radio_tv,6501,100_to_500,less_1,5,female,none,4,car_other,35,none,rent,1,unskilled,1,yes,yes,No Risk,0.58|0.42,17c8ba95-c753-4ad9-adc9-89ce9dbe558b,04/11/20 7:38
less_0,11,credits_paid_to_date,car_used,3770,500_to_1000,4_to_7,3,male,co-applicant,3,unknown,37,none,own,1,skilled,1,none,yes,No Risk,0.79|0.21,c2df3b30-e76f-4505-8983-094a88fd7883,04/11/20 7:38
less_0,19,all_credits_paid_back,appliances,944,greater_1000,4_to_7,2,female,none,4,real_estate,53,none,own,2,skilled,1,none,yes,No Risk,0.69|0.31,37831173-7df5-4249-8e4f-4ed9042d19b3,04/11/20 7:38
less_0,20,credits_paid_to_date,retraining,11152,less_100,greater_7,2,male,none,5,car_other,19,none,own,2,skilled,1,yes,yes,No Risk,0.63|0.37,fe5561f8-186a-46c2-9356-9017aba23a73,04/11/20 7:38
no_checking,5,prior_payments_delayed,repairs,116,less_100,4_to_7,4,female,none,4,savings_insurance,36,none,rent,1,skilled,1,yes,yes,No Risk,0.73|0.27,dd947629-f32e-4fe0-b559-48c65cdb2657,04/11/20 7:38
0_to_200,9,prior_payments_delayed,radio_tv,783,100_to_500,1_to_4,2,male,none,2,unknown,38,none,rent,1,skilled,1,yes,yes,No Risk,0.87|0.13,c7fac39f-90b0-47a6-894b-bd29ed7b9a74,04/11/20 7:38
0_to_200,33,outstanding_credit,appliances,2473,100_to_500,greater_7,4,male,none,2,unknown,34,none,rent,1,skilled,1,none,yes,No Risk,0.57|0.43,1fc5dbb9-342a-42d4-820d-dfa15a017efc,04/11/20 7:38
0_to_200,4,prior_payments_delayed,car_used,-239,less_100,greater_7,3,male,none,2,savings_insurance,40,none,own,1,skilled,1,none,no,No Risk,0.8|0.2,844af1bf-042e-489a-81cb-564b3f8199a8,04/11/20 7:38
less_0,23,all_credits_paid_back,appliances,11193,less_100,less_1,3,female,co-applicant,2,savings_insurance,19,none,own,3,skilled,1,yes,yes,No Risk,0.68|0.32,d9b5d01e-2a5a-4465-8ca3-7daf18a977de,04/11/20 7:38
no_checking,17,credits_paid_to_date,car_new,11149,100_to_500,less_1,2,male,none_random,2,savings_insurance,49,none,rent,2,skilled,1,none,yes,No Risk,0.65|0.35,7a852c65-92bb-45e3-8e94-7816888cc347,04/11/20 7:38
0_to_200,35,prior_payments_delayed,car_new,8558,less_100,1_to_4,4,female,none,1,real_estate,33,stores,own,1,unemployed,2,yes,yes,No Risk,0.6|0.4,7f229d17-74f6-4b12-abe2-9a519d6552f4,04/11/20 7:38
no_checking,30,prior_payments_delayed,retraining,5684,500_to_1000,greater_7,3,male,none,4,real_estate,19,bank,rent,1,unskilled,2,none,yes,No Risk,0.64|0.36,dbafe750-cbbf-40d5-ae8e-13e7c38408b5,04/11/20 7:38
no_checking,21,all_credits_paid_back,furniture,386,100_to_500,greater_7,2,female,co-applicant,1,car_other,45,none,own_random,1,unskilled,2,none,yes,No Risk,0.62|0.38,b4ae9a1d-6037-4092-a1a5-c2cf597e3e54,04/11/20 7:38
no_checking,23,prior_payments_delayed,car_new,12332,unknown,1_to_4,3,female,none,1,real_estate,59,bank,rent,1,management_self-employed,1,yes,yes,No Risk,0.57|0.43,1c7d7ffe-07e7-4ff5-9f26-217258bc97d1,04/11/20 7:38
greater_200,22,prior_payments_delayed,appliances,743,less_100_random,4_to_7,3,female,none,2,savings_insurance,48,none,own,1,skilled,1,yes,yes,No Risk,0.55|0.45,bb020ec7-f9d3-46a2-9f9f-b9bf3bc6ac83,04/11/20 7:38
0_to_200,13,credits_paid_to_date,radio_tv,4429,500_to_1000,greater_7,3,female,none,2,savings_insurance,39,none,own,2,skilled,1,yes,yes,No Risk,0.7|0.3,31db7ce7-3097-4efb-8079-59ebba23bf27,04/11/20 7:38
greater_200,42,credits_paid_to_date,repairs,12096,less_100,4_to_7,3,female,none,1,savings_insurance,26,none,own,1,management_self-employed,1,none,yes,No Risk,0.6|0.4,d141299f-9bfe-4b3f-b088-0fd0452c99a5,04/11/20 7:38
less_0,20,credits_paid_to_date,car_used,9686,500_to_1000,1_to_4,2,male,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,0.68|0.32,cba0deca-2dba-4b7f-96f3-18c9773839fe,04/11/20 7:38
0_to_200,16,prior_payments_delayed,vacation,10501,greater_1000,less_1,3,female,none,2,savings_insurance_random,43,stores,own,1,unskilled,1,none,yes,No Risk,0.77|0.23,c3c13791-23a4-4c91-b176-acbcfbcae438,04/11/20 7:38
no_checking,38,credits_paid_to_date,furniture,9347,100_to_500,4_to_7,3,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk,0.61|0.39,38f07bd9-98a1-4047-8a54-71b09509b0e3,04/11/20 7:38
no_checking,22,prior_payments_delayed,radio_tv,1592,less_100,4_to_7,4,female,none,3,real_estate,19,stores,own,2,management_self-employed,2,yes,yes,No Risk,0.74|0.26,f9f83e53-7c62-4c7c-826b-4cab2ca20b89,04/11/20 7:38
no_checking,19,prior_payments_delayed,furniture,8764,100_to_500,4_to_7,3,male,none,3,unknown,35,none,own,2,skilled,1,yes,yes,Risk,0.43|0.57,d5b0f4ff-beaf-4072-82d4-5e438757b072,04/11/20 7:38
greater_200,17,outstanding_credit,furniture,8879,less_100,unemployed,2,male,none,2,unknown,42,none,own,2,skilled,2,yes,yes,Risk,0.49|0.51,9f69568c-8478-423e-8ecb-a45c751d70ee,04/11/20 7:38
less_0,7,prior_payments_delayed,furniture,10264,less_100,1_to_4,3,male,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,0.74|0.26,89dd9c3c-4717-4cb1-b259-d7a3cf1243be,04/11/20 7:38
0_to_200,27,prior_payments_delayed,car_new_random,1005,100_to_500,1_to_4,3,male,none,2,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk,0.85|0.15,10fea0b1-4fe9-4dbb-aad4-6a44d50e816d,04/11/20 7:38
less_0,44,credits_paid_to_date,car_used,7728,less_100,4_to_7,5,male,none,3,car_other,39,none,own,2,unskilled,1,none,no,No Risk,0.72|0.28,73901e2b-de3d-40f4-bef6-50b1b9240505,04/11/20 7:38
no_checking,25,outstanding_credit,car_used,5507,less_100,greater_7,1,male,none,2,savings_insurance,57,none,own,1,management_self-employed,1,yes,yes,No Risk,0.52|0.48,015002a1-f6dd-4d56-844f-c2e964b7c7d9,04/11/20 7:38
less_0,4,all_credits_paid_back,furniture,3393,500_to_1000,4_to_7,3,male,none,4,savings_insurance,39,stores,own,2,management_self-employed,1,none,yes,No Risk,0.76|0.24,7539fa89-c27c-427f-88ce-d0871100cb29,04/11/20 7:38
no_checking,22,prior_payments_delayed,repairs,6167,greater_1000,4_to_7,4,male,none,2,savings_insurance,21,none,own,2,unskilled,1,yes,yes,No Risk,0.67|0.33,0f2b71c9-2c0d-4896-89c1-6e83479cd2b9,04/11/20 7:38
no_checking,14,outstanding_credit,radio_tv,5307,less_100,less_1,4,male,none,1,real_estate,58,none,own,1,skilled,1,yes,yes,No Risk,0.71|0.29,2ad586f5-5af6-4e6e-a7b4-8adf2e800f18,04/11/20 7:38
no_checking,23,all_credits_paid_back,other,1038,less_100,4_to_7,5,male_random,none,3,car_other,32,stores,own,2,unskilled,2,none,yes,No Risk,0.78|0.22,f2163104-a593-4299-a1dd-412246a2ec95,04/11/20 7:38
less_0,12,credits_paid_to_date,car_new,9658,less_100,greater_7,3,male,none,3,unknown,44,none,own,2,management_self-employed,1,yes,yes,No Risk,0.6|0.4,322951a8-c338-464d-a3d5-a9e818b37a3c,04/11/20 7:38
no_checking,27,credits_paid_to_date,appliances,7690,100_to_500,4_to_7,3,male,none,3,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk,0.64|0.36,b31541c2-14d4-4533-a0aa-e0b4cc2f612f,04/11/20 7:38
no_checking,13,prior_payments_delayed,car_new,8300,500_to_1000,less_1,3,female,none,5,unknown,36,none,own,1,skilled,1,none,yes,No Risk,0.61|0.39,5283182e-4f45-42d5-92f4-2120737b1e17,04/11/20 7:38
no_checking,6,prior_payments_delayed,furniture,6943,less_100,greater_7,4,female,none,3,car_other,44,stores,own,1,skilled,1,none,yes,No Risk,0.58|0.42,b065cf50-8bb5-4911-8f42-ec588a58b316,04/11/20 7:38
less_0,4,credits_paid_to_date,business,9268,less_100,4_to_7,2,female,none,1,savings_insurance,36,stores,own,2,management_self-employed,1,yes,yes,No Risk,0.84|0.16,53ef27df-f45c-4141-9602-b3353f6a2cfa,04/11/20 7:38
less_0,15,outstanding_credit,furniture,10688,100_to_500,1_to_4,3,male,none,4,savings_insurance,26,bank,rent,2,skilled,2,yes,yes,No Risk,0.65|0.35,1e5ca00e-c768-4037-8cec-6561b7a37262,04/11/20 7:38
no_checking,21,prior_payments_delayed,furniture,3913,less_100,greater_7,4,female,none,2,car_other,51,none,own,3,skilled,1,none,yes,Risk,0.41|0.59,5c021975-1ffe-4346-9945-d4055ab14825,04/11/20 7:38
less_0,20,prior_payments_delayed,furniture,8406,greater_1000,unemployed,2,male,none,4,savings_insurance,24,stores,own,1,skilled,1,none,yes,No Risk,0.74|0.26,7812f668-43b7-42af-b69c-238390da6218,04/11/20 7:38
no_checking,16,credits_paid_to_date,vacation,9199,less_100,4_to_7,3,male,none,2,savings_insurance,35,stores,free,1,skilled,1,none,yes,No Risk,0.72|0.28,9a2f1a53-30f5-42e5-baa3-78496cb51201,04/11/20 7:38
greater_200,41,credits_paid_to_date,furniture,6971,less_100,greater_7,5,male,co-applicant,4,savings_insurance,29,bank,free,1,skilled,1,none,no,Risk,0.38|0.62,eb34a35b-b53a-4a59-9457-a8208283fbb7,04/11/20 7:38
no_checking,16,credits_paid_to_date,car_new,3399,less_100,less_1,2,male,co-applicant,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,0.83|0.17,adb06f43-4c8a-41e6-9361-b3b6b206cb23,04/11/20 7:38
